Project_ID,Phase_Num,Phase_Name,Cumulative_Delay_Days,Cumulative_Cost_Overrun_Cr,Project_Type,Voltage_Level,Project_Location,Project_Size,Contract_Type,Planned_Duration,Total_Budget_Cr,Start_Date,Engg_%Complete,Engg_Planned_Days,Engg_Actual_Days,Engg_Planned_Cost_Cr,Engg_Actual_Cost_Cr,DPR_Status,Design_Changes,ROW_%Complete,ROW_Planned_Days,ROW_Actual_Days,ROW_Planned_Cost_Cr,ROW_Actual_Cost_Cr,Forest_Clearance,Statutory_Approvals,Supply_%Complete,Supply_Planned_Days,Supply_Actual_Days,Supply_Planned_Cost_Cr,Supply_Actual_Cost_Cr,Orders_Placed,Equip_Delivery_Status,Civil_%Complete,Civil_Planned_Days,Civil_Actual_Days,Civil_Planned_Cost_Cr,Civil_Actual_Cost_Cr,Foundations_Complete,Site_Access,Erection_%Complete,Erection_Planned_Days,Erection_Actual_Days,Erection_Planned_Cost_Cr,Erection_Actual_Cost_Cr,Towers_Erected_Pct,Structures_Complete,Stringing_%Complete,Stringing_Planned_Days,Stringing_Actual_Days,Stringing_Planned_Cost_Cr,Stringing_Actual_Cost_Cr,Conductor_Strung_Pct,Terrain_Type,Testing_%Complete,Testing_Planned_Days,Testing_Actual_Days,Testing_Planned_Cost_Cr,Testing_Actual_Cost_Cr,Trial_Run_Status,DOCO_Date,
"Eastern Region Strengthening Scheme-XVIII - 2x1500 MVA, 765/400 kV Substation at Medinipur",7,Testing & Commissioning,117,270,Substation,765kV,"West Bengal, Paschim Medinipur",3000,TBCB,30,800,17-11-2016,100,90,92,80,88,Approved,0,100,150,210,120,180,1,Complete,100,75,82,200,230,1,Delayed,100,100,125,120,150,95,1,100,120,135,160,185,98,1,100,80,85,80,92,97,Flat,100,45,48,40,45,Successful,15-04-2022,
Eastern Region Strengthening Scheme-XVIII - LILO of Jeerat (WBSETCL) - Subhasgram (PG) 400kV at Rajarhat,1,Planning/Engineering,-5,1.8,Line,400kV,"West Bengal, North 24 Parganas",25,EPC,24,180,01-01-2021,100,90,85,18,19.8,Approved,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern Region Strengthening Scheme-XVIII - LILO of Jeerat (WBSETCL) - Subhasgram (PG) 400kV at Rajarhat,2,Approvals & ROW,40,49.7,Line,400kV,"West Bengal, North 24 Parganas",25,EPC,24,180,01-01-2021,100,90,85,18,19.8,Approved,0,100,150,195,27,45.9,0,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern Region Strengthening Scheme-XVIII - LILO of Jeerat (WBSETCL) - Subhasgram (PG) 400kV at Rajarhat,3,Procurement/Supply,42,99.2,Line,400kV,"West Bengal, North 24 Parganas",25,EPC,24,180,01-01-2021,100,90,85,18,19.8,Approved,0,100,150,195,27,45.9,0,Complete,100,60,62,45,49.5,1,OnTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern Region Strengthening Scheme-XVIII - LILO of Jeerat (WBSETCL) - Subhasgram (PG) 400kV at Rajarhat,4,Site Preparation/Civil,57,131.6,Line,400kV,"West Bengal, North 24 Parganas",25,EPC,24,180,01-01-2021,100,90,85,18,19.8,Approved,0,100,150,195,27,45.9,0,Complete,100,60,62,45,49.5,1,OnTime,100,90,105,27,32.4,98,1,,,,,,,,,,,,,,,,,,,,,,
Eastern Region Strengthening Scheme-XVIII - LILO of Jeerat (WBSETCL) - Subhasgram (PG) 400kV at Rajarhat,5,Erection/Construction,67,171.2,Line,400kV,"West Bengal, North 24 Parganas",25,EPC,24,180,01-01-2021,100,90,85,18,19.8,Approved,0,100,150,195,27,45.9,0,Complete,100,60,62,45,49.5,1,OnTime,100,90,105,27,32.4,98,1,100,120,130,36,39.6,96,1,,,,,,,,,,,,,,,
Eastern Region Strengthening Scheme-XVIII - LILO of Jeerat (WBSETCL) - Subhasgram (PG) 400kV at Rajarhat,6,Stringing/Cabling,68,191,Line,400kV,"West Bengal, North 24 Parganas",25,EPC,24,180,01-01-2021,100,90,85,18,19.8,Approved,0,100,150,195,27,45.9,0,Complete,100,60,62,45,49.5,1,OnTime,100,90,105,27,32.4,98,1,100,120,130,36,39.6,96,1,100,75,76,18,19.8,98,Flat,,,,,,,,
Eastern Region Strengthening Scheme-XVIII - LILO of Jeerat (WBSETCL) - Subhasgram (PG) 400kV at Rajarhat,7,Testing & Commissioning,69,200.9,Line,400kV,"West Bengal, North 24 Parganas",25,EPC,24,180,01-01-2021,100,90,85,18,19.8,Approved,0,100,150,195,27,45.9,0,Complete,100,60,62,45,49.5,1,OnTime,100,90,105,27,32.4,98,1,100,120,130,36,39.6,96,1,100,75,76,18,19.8,98,Flat,100,45,46,9,9.9,Successful,15-12-2022,
Eastern Region Strengthening Scheme-XVIII - Medinipur - Jeerat (New) 765kV D/C line,1,Planning/Engineering,-2,5,Line,765kV,"West Bengal, Paschim Medinipur",200,TBCB,30,1200,17-11-2016,100,90,88,120,125,Approved,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern Region Strengthening Scheme-XVIII - Medinipur - Jeerat (New) 765kV D/C line,2,Approvals & ROW,43,155,Line,765kV,"West Bengal, Paschim Medinipur",200,TBCB,30,1200,17-11-2016,100,90,88,120,125,Approved,0,100,150,195,180,270,1,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern Region Strengthening Scheme-XVIII - Medinipur - Jeerat (New) 765kV D/C line,3,Procurement/Supply,48,185,Line,765kV,"West Bengal, Paschim Medinipur",200,TBCB,30,1200,17-11-2016,100,90,88,120,125,Approved,0,100,150,195,180,270,1,Complete,100,70,75,300,330,1,Delayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern Region Strengthening Scheme-XVIII - Medinipur - Jeerat (New) 765kV D/C line,4,Site Preparation/Civil,70,230,Line,765kV,"West Bengal, Paschim Medinipur",200,TBCB,30,1200,17-11-2016,100,90,88,120,125,Approved,0,100,150,195,180,270,1,Complete,100,70,75,300,330,1,Delayed,100,90,112,180,225,98,1,,,,,,,,,,,,,,,,,,,,,,
Eastern Region Strengthening Scheme-XVIII - Medinipur - Jeerat (New) 765kV D/C line,5,Erection/Construction,85,260,Line,765kV,"West Bengal, Paschim Medinipur",200,TBCB,30,1200,17-11-2016,100,90,88,120,125,Approved,0,100,150,195,180,270,1,Complete,100,70,75,300,330,1,Delayed,100,90,112,180,225,98,1,100,120,135,240,270,97,1,,,,,,,,,,,,,,,
Eastern Region Strengthening Scheme-XVIII - Medinipur - Jeerat (New) 765kV D/C line,6,Stringing/Cabling,87,272,Line,765kV,"West Bengal, Paschim Medinipur",200,TBCB,30,1200,17-11-2016,100,90,88,120,125,Approved,0,100,150,195,180,270,1,Complete,100,70,75,300,330,1,Delayed,100,90,112,180,225,98,1,100,120,135,240,270,97,1,100,80,82,120,132,99,Flat,,,,,,,,
Eastern Region Strengthening Scheme-XVIII - Medinipur - Jeerat (New) 765kV D/C line,7,Testing & Commissioning,89,278,Line,765kV,"West Bengal, Paschim Medinipur",200,TBCB,30,1200,17-11-2016,100,90,88,120,125,Approved,0,100,150,195,180,270,1,Complete,100,70,75,300,330,1,Delayed,100,90,112,180,225,98,1,100,120,135,240,270,97,1,100,80,82,120,132,99,Flat,100,45,47,60,66,Successful,15-10-2022,
"Transmission System for Jam Khambaliya Pooling Station and Interconnection of Jam Khambaliya Pooling Station for Providing Connectivity to RE Projects - 1x500 MVA, 400/220 ICT at CGPL Mundra switchyard",1,Planning/Engineering,-5,0.7,Substation,400kV,"Gujarat, Jamnagar",500,TBCB,24,328,01-09-2022,100,90,85,32.8,33.5,Approved,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Transmission System for Jam Khambaliya Pooling Station and Interconnection of Jam Khambaliya Pooling Station for Providing Connectivity to RE Projects - 1x500 MVA, 400/220 ICT at CGPL Mundra switchyard",2,Approvals & ROW,10,6.5,Substation,400kV,"Gujarat, Jamnagar",500,TBCB,24,328,01-09-2022,100,90,85,32.8,33.5,Approved,0,100,150,165,49.2,58,0,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Transmission System for Jam Khambaliya Pooling Station and Interconnection of Jam Khambaliya Pooling Station for Providing Connectivity to RE Projects - 1x500 MVA, 400/220 ICT at CGPL Mundra switchyard",3,Procurement/Supply,12,8.8,Substation,400kV,"Gujarat, Jamnagar",500,TBCB,24,328,01-09-2022,100,90,85,32.8,33.5,Approved,0,100,150,165,49.2,58,0,Complete,100,60,62,82,84.5,1,OnTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Transmission System for Jam Khambaliya Pooling Station and Interconnection of Jam Khambaliya Pooling Station for Providing Connectivity to RE Projects - 1x500 MVA, 400/220 ICT at CGPL Mundra switchyard",4,Site Preparation/Civil,17,10.7,Substation,400kV,"Gujarat, Jamnagar",500,TBCB,24,328,01-09-2022,100,90,85,32.8,33.5,Approved,0,100,150,165,49.2,58,0,Complete,100,60,62,82,84.5,1,OnTime,100,90,95,49.2,51.2,98,1,,,,,,,,,,,,,,,,,,,,,,
"Transmission System for Jam Khambaliya Pooling Station and Interconnection of Jam Khambaliya Pooling Station for Providing Connectivity to RE Projects - 1x500 MVA, 400/220 ICT at CGPL Mundra switchyard",5,Erection/Construction,25,13,Substation,400kV,"Gujarat, Jamnagar",500,TBCB,24,328,01-09-2022,100,90,85,32.8,33.5,Approved,0,100,150,165,49.2,58,0,Complete,100,60,62,82,84.5,1,OnTime,100,90,95,49.2,51.2,98,1,100,120,128,65.6,68,95,1,,,,,,,,,,,,,,,
"Transmission System for Jam Khambaliya Pooling Station and Interconnection of Jam Khambaliya Pooling Station for Providing Connectivity to RE Projects - 1x500 MVA, 400/220 ICT at CGPL Mundra switchyard",6,Stringing/Cabling,26,13.9,Substation,400kV,"Gujarat, Jamnagar",500,TBCB,24,328,01-09-2022,100,90,85,32.8,33.5,Approved,0,100,150,165,49.2,58,0,Complete,100,60,62,82,84.5,1,OnTime,100,90,95,49.2,51.2,98,1,100,120,128,65.6,68,95,1,100,75,76,32.8,33.2,98,Flat,,,,,,,,
"Transmission System for Jam Khambaliya Pooling Station and Interconnection of Jam Khambaliya Pooling Station for Providing Connectivity to RE Projects - 1x500 MVA, 400/220 ICT at CGPL Mundra switchyard",7,Testing & Commissioning,27,14.4,Substation,400kV,"Gujarat, Jamnagar",500,TBCB,24,328,01-09-2022,100,90,85,32.8,33.5,Approved,0,100,150,165,49.2,58,0,Complete,100,60,62,82,84.5,1,OnTime,100,90,95,49.2,51.2,98,1,100,120,128,65.6,68,95,1,100,75,76,32.8,33.2,98,Flat,100,45,46,16.4,16.8,Successful,05-05-2024,
"Transmission System for Jam Khambaliya Pooling Station and Interconnection of Jam Khambaliya Pooling Station for Providing Connectivity to RE Projects - Establishment of 4x500 MVA, 400/220 kV Jam Khambhaliya PS (GIS)",1,Planning/Engineering,-2,-3,Substation,400kV,"Gujarat, Devbhoomi Dwarka",2000,TBCB,30,850,01-01-2022,100,90,88,85,82,Approved,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Transmission System for Jam Khambaliya Pooling Station and Interconnection of Jam Khambaliya Pooling Station for Providing Connectivity to RE Projects - Establishment of 4x500 MVA, 400/220 kV Jam Khambhaliya PS (GIS)",2,Approvals & ROW,13,85,Substation,400kV,"Gujarat, Devbhoomi Dwarka",2000,TBCB,30,850,01-01-2022,100,90,88,85,82,Approved,0,100,150,165,127.5,170,0,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Transmission System for Jam Khambaliya Pooling Station and Interconnection of Jam Khambaliya Pooling Station for Providing Connectivity to RE Projects - Establishment of 4x500 MVA, 400/220 kV Jam Khambhaliya PS (GIS)",3,Procurement/Supply,15,88,Substation,400kV,"Gujarat, Devbhoomi Dwarka",2000,TBCB,30,850,01-01-2022,100,90,88,85,82,Approved,0,100,150,165,127.5,170,0,Complete,100,70,72,212.5,215,1,OnTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Transmission System for Jam Khambaliya Pooling Station and Interconnection of Jam Khambaliya Pooling Station for Providing Connectivity to RE Projects - Establishment of 4x500 MVA, 400/220 kV Jam Khambhaliya PS (GIS)",4,Site Preparation/Civil,20,96,Substation,400kV,"Gujarat, Devbhoomi Dwarka",2000,TBCB,30,850,01-01-2022,100,90,88,85,82,Approved,0,100,150,165,127.5,170,0,Complete,100,70,72,212.5,215,1,OnTime,100,90,95,127.5,135,98,1,,,,,,,,,,,,,,,,,,,,,,
"Transmission System for Jam Khambaliya Pooling Station and Interconnection of Jam Khambaliya Pooling Station for Providing Connectivity to RE Projects - Establishment of 4x500 MVA, 400/220 kV Jam Khambhaliya PS (GIS)",5,Erection/Construction,28,104,Substation,400kV,"Gujarat, Devbhoomi Dwarka",2000,TBCB,30,850,01-01-2022,100,90,88,85,82,Approved,0,100,150,165,127.5,170,0,Complete,100,70,72,212.5,215,1,OnTime,100,90,95,127.5,135,98,1,100,120,128,170,178,100,1,,,,,,,,,,,,,,,
"Transmission System for Jam Khambaliya Pooling Station and Interconnection of Jam Khambaliya Pooling Station for Providing Connectivity to RE Projects - Establishment of 4x500 MVA, 400/220 kV Jam Khambhaliya PS (GIS)",6,Stringing/Cabling,30,106,Substation,400kV,"Gujarat, Devbhoomi Dwarka",2000,TBCB,30,850,01-01-2022,100,90,88,85,82,Approved,0,100,150,165,127.5,170,0,Complete,100,70,72,212.5,215,1,OnTime,100,90,95,127.5,135,98,1,100,120,128,170,178,100,1,100,80,82,85,87,100,Flat,,,,,,,,
"Transmission System for Jam Khambaliya Pooling Station and Interconnection of Jam Khambaliya Pooling Station for Providing Connectivity to RE Projects - Establishment of 4x500 MVA, 400/220 kV Jam Khambhaliya PS (GIS)",7,Testing & Commissioning,31,107,Substation,400kV,"Gujarat, Devbhoomi Dwarka",2000,TBCB,30,850,01-01-2022,100,90,88,85,82,Approved,0,100,150,165,127.5,170,0,Complete,100,70,72,212.5,215,1,OnTime,100,90,95,127.5,135,98,1,100,120,128,170,178,100,1,100,80,82,85,87,100,Flat,100,45,46,42.5,44,Successful,05-05-2024,
"Transmission System for Karur Pooling Station (at a location in between Karur Wind zone and Tiruppur wind zone) - 2x500 MVA, 400/230 kV Karur",1,Planning/Engineering,-2,1,Substation,400kV,"Tamil Nadu, Karur",1000,TBCB,24,350,01-01-2024,100,90,88,35,36,Approved,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Transmission System for Karur Pooling Station (at a location in between Karur Wind zone and Tiruppur wind zone) - 2x500 MVA, 400/230 kV Karur",2,Approvals & ROW,23,36,Substation,400kV,"Tamil Nadu, Karur",1000,TBCB,24,350,01-01-2024,100,90,88,35,36,Approved,0,100,150,165,52.5,70,1,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Transmission System for Karur Pooling Station (at a location in between Karur Wind zone and Tiruppur wind zone) - 2x500 MVA, 400/230 kV Karur",3,Procurement/Supply,25,41,Substation,400kV,"Tamil Nadu, Karur",1000,TBCB,24,350,01-01-2024,100,90,88,35,36,Approved,0,100,150,165,52.5,70,1,Complete,100,60,62,87.5,92,1,OnTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Transmission System for Karur Pooling Station (at a location in between Karur Wind zone and Tiruppur wind zone) - 2x500 MVA, 400/230 kV Karur",4,Site Preparation/Civil,40,54,Substation,400kV,"Tamil Nadu, Karur",1000,TBCB,24,350,01-01-2024,100,90,88,35,36,Approved,0,100,150,165,52.5,70,1,Complete,100,60,62,87.5,92,1,OnTime,100,90,105,52.5,65,98,1,,,,,,,,,,,,,,,,,,,,,,
"Transmission System for Karur Pooling Station (at a location in between Karur Wind zone and Tiruppur wind zone) - 2x500 MVA, 400/230 kV Karur",5,Erection/Construction,48,59,Substation,400kV,"Tamil Nadu, Karur",1000,TBCB,24,350,01-01-2024,100,90,88,35,36,Approved,0,100,150,165,52.5,70,1,Complete,100,60,62,87.5,92,1,OnTime,100,90,105,52.5,65,98,1,100,120,128,70,75,97,1,,,,,,,,,,,,,,,
"Transmission System for Karur Pooling Station (at a location in between Karur Wind zone and Tiruppur wind zone) - 2x500 MVA, 400/230 kV Karur",6,Stringing/Cabling,49,60,Substation,400kV,"Tamil Nadu, Karur",1000,TBCB,24,350,01-01-2024,100,90,88,35,36,Approved,0,100,150,165,52.5,70,1,Complete,100,60,62,87.5,92,1,OnTime,100,90,105,52.5,65,98,1,100,120,128,70,75,97,1,100,75,76,35,36,99,Flat,,,,,,,,
"Transmission System for Karur Pooling Station (at a location in between Karur Wind zone and Tiruppur wind zone) - 2x500 MVA, 400/230 kV Karur",7,Testing & Commissioning,50,61,Substation,400kV,"Tamil Nadu, Karur",1000,TBCB,24,350,01-01-2024,100,90,88,35,36,Approved,0,100,150,165,52.5,70,1,Complete,100,60,62,87.5,92,1,OnTime,100,90,105,52.5,65,98,1,100,120,128,70,75,97,1,100,75,76,35,36,99,Flat,100,45,46,17.5,18,Successful,15-12-2024,
"Transmission System for Transmission System Associated with RE Generations at Bhuj-II, Dwarka & - Lakadia PS- Banaskantha PS 765kV D/c line",1,Planning/Engineering,2,5.5,Line,765kV,"Gujarat, Kutch-Banaskantha",250,TBCB,24,645,01-07-2019,100,90,92,64.5,70,Approved,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Transmission System for Transmission System Associated with RE Generations at Bhuj-II, Dwarka & - Lakadia PS- Banaskantha PS 765kV D/c line",2,Approvals & ROW,62,120.5,Line,765kV,"Gujarat, Kutch-Banaskantha",250,TBCB,24,645,01-07-2019,100,90,92,64.5,70,Approved,1,100,150,210,96.75,160,1,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Transmission System for Transmission System Associated with RE Generations at Bhuj-II, Dwarka & - Lakadia PS- Banaskantha PS 765kV D/c line",3,Procurement/Supply,72,138.5,Line,765kV,"Gujarat, Kutch-Banaskantha",250,TBCB,24,645,01-07-2019,100,90,92,64.5,70,Approved,1,100,150,210,96.75,160,1,Complete,100,75,85,161.25,180,1,Delayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Transmission System for Transmission System Associated with RE Generations at Bhuj-II, Dwarka & - Lakadia PS- Banaskantha PS 765kV D/c line",4,Site Preparation/Civil,87,156.5,Line,765kV,"Gujarat, Kutch-Banaskantha",250,TBCB,24,645,01-07-2019,100,90,92,64.5,70,Approved,1,100,150,210,96.75,160,1,Complete,100,75,85,161.25,180,1,Delayed,100,90,105,96.75,115,95,1,,,,,,,,,,,,,,,,,,,,,,
"Transmission System for Transmission System Associated with RE Generations at Bhuj-II, Dwarka & - Lakadia PS- Banaskantha PS 765kV D/c line",5,Erection/Construction,102,172.5,Line,765kV,"Gujarat, Kutch-Banaskantha",250,TBCB,24,645,01-07-2019,100,90,92,64.5,70,Approved,1,100,150,210,96.75,160,1,Complete,100,75,85,161.25,180,1,Delayed,100,90,105,96.75,115,95,1,100,120,135,129,145,96,1,,,,,,,,,,,,,,,
"Transmission System for Transmission System Associated with RE Generations at Bhuj-II, Dwarka & - Lakadia PS- Banaskantha PS 765kV D/c line",6,Stringing/Cabling,104,178.5,Line,765kV,"Gujarat, Kutch-Banaskantha",250,TBCB,24,645,01-07-2019,100,90,92,64.5,70,Approved,1,100,150,210,96.75,160,1,Complete,100,75,85,161.25,180,1,Delayed,100,90,105,96.75,115,95,1,100,120,135,129,145,96,1,100,80,82,64.5,70,98,Flat,,,,,,,,
"Transmission System for Transmission System Associated with RE Generations at Bhuj-II, Dwarka & - Lakadia PS- Banaskantha PS 765kV D/c line",7,Testing & Commissioning,107,183,Line,765kV,"Gujarat, Kutch-Banaskantha",250,TBCB,24,645,01-07-2019,100,90,92,64.5,70,Approved,1,100,150,210,96.75,160,1,Complete,100,75,85,161.25,180,1,Delayed,100,90,105,96.75,115,95,1,100,120,135,129,145,96,1,100,80,82,64.5,70,98,Flat,100,45,48,32.25,35,Successful,15-12-2021,
"Transmission system associated with LTA applications from Rajasthan SEZ Part-F, Phase-II - Bikaner II- Khetri 400kV 2XD/C line (Twin HTLS)",1,Planning/Engineering,-2,2,Line,400kV,"Rajasthan, Churu to Jhunjhunu",220,EPC,24,320,01-01-2023,100,90,88,32,34,Approved,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Transmission system associated with LTA applications from Rajasthan SEZ Part-F, Phase-II - Bikaner II- Khetri 400kV 2XD/C line (Twin HTLS)",2,Approvals & ROW,43,74,Line,400kV,"Rajasthan, Churu to Jhunjhunu",220,EPC,24,320,01-01-2023,100,90,88,32,34,Approved,0,100,150,195,48,72,1,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Transmission system associated with LTA applications from Rajasthan SEZ Part-F, Phase-II - Bikaner II- Khetri 400kV 2XD/C line (Twin HTLS)",3,Procurement/Supply,45,130,Line,400kV,"Rajasthan, Churu to Jhunjhunu",220,EPC,24,320,01-01-2023,100,90,88,32,34,Approved,0,100,150,195,48,72,1,Complete,100,70,72,80,88,1,OnTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Transmission system associated with LTA applications from Rajasthan SEZ Part-F, Phase-II - Bikaner II- Khetri 400kV 2XD/C line (Twin HTLS)",4,Site Preparation/Civil,60,158,Line,400kV,"Rajasthan, Churu to Jhunjhunu",220,EPC,24,320,01-01-2023,100,90,88,32,34,Approved,0,100,150,195,48,72,1,Complete,100,70,72,80,88,1,OnTime,100,90,105,48,60,98,1,,,,,,,,,,,,,,,,,,,,,,
"Transmission system associated with LTA applications from Rajasthan SEZ Part-F, Phase-II - Bikaner II- Khetri 400kV 2XD/C line (Twin HTLS)",5,Erection/Construction,72,186,Line,400kV,"Rajasthan, Churu to Jhunjhunu",220,EPC,24,320,01-01-2023,100,90,88,32,34,Approved,0,100,150,195,48,72,1,Complete,100,70,72,80,88,1,OnTime,100,90,105,48,60,98,1,100,120,132,64,72,97,1,,,,,,,,,,,,,,,
"Transmission system associated with LTA applications from Rajasthan SEZ Part-F, Phase-II - Bikaner II- Khetri 400kV 2XD/C line (Twin HTLS)",6,Stringing/Cabling,74,199,Line,400kV,"Rajasthan, Churu to Jhunjhunu",220,EPC,24,320,01-01-2023,100,90,88,32,34,Approved,0,100,150,195,48,72,1,Complete,100,70,72,80,88,1,OnTime,100,90,105,48,60,98,1,100,120,132,64,72,97,1,100,80,82,32,35,99,Flat,,,,,,,,
"Transmission system associated with LTA applications from Rajasthan SEZ Part-F, Phase-II - Bikaner II- Khetri 400kV 2XD/C line (Twin HTLS)",7,Testing & Commissioning,75,216,Line,400kV,"Rajasthan, Churu to Jhunjhunu",220,EPC,24,320,01-01-2023,100,90,88,32,34,Approved,0,100,150,195,48,72,1,Complete,100,70,72,80,88,1,OnTime,100,90,105,48,60,98,1,100,120,132,64,72,97,1,100,80,82,32,35,99,Flat,100,45,46,16,17,Successful,15-12-2024,
"Transmission system associated with LTA applications from Rajasthan SEZ Part-F, Phase-II - Khetri - Bhiwadi 400kV D/C line (Twin HTLS)",1,Planning/Engineering,-2,1,Line,400kV,"Rajasthan, Jhunjhunu-Churu",220,TBCB,24,350,01-01-2023,100,90,88,35,36,Approved,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Transmission system associated with LTA applications from Rajasthan SEZ Part-F, Phase-II - Khetri - Bhiwadi 400kV D/C line (Twin HTLS)",2,Approvals & ROW,13,78.5,Line,400kV,"Rajasthan, Jhunjhunu-Churu",220,TBCB,24,350,01-01-2023,100,90,88,35,36,Approved,0,100,150,165,52.5,72,1,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Transmission system associated with LTA applications from Rajasthan SEZ Part-F, Phase-II - Khetri - Bhiwadi 400kV D/C line (Twin HTLS)",3,Procurement/Supply,15,82.5,Line,400kV,"Rajasthan, Jhunjhunu-Churu",220,TBCB,24,350,01-01-2023,100,90,88,35,36,Approved,0,100,150,165,52.5,72,1,Complete,100,70,72,87.5,92,1,OnTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Transmission system associated with LTA applications from Rajasthan SEZ Part-F, Phase-II - Khetri - Bhiwadi 400kV D/C line (Twin HTLS)",4,Site Preparation/Civil,30,95,Line,400kV,"Rajasthan, Jhunjhunu-Churu",220,TBCB,24,350,01-01-2023,100,90,88,35,36,Approved,0,100,150,165,52.5,72,1,Complete,100,70,72,87.5,92,1,OnTime,100,90,105,52.5,65,98,1,,,,,,,,,,,,,,,,,,,,,,
"Transmission system associated with LTA applications from Rajasthan SEZ Part-F, Phase-II - Khetri - Bhiwadi 400kV D/C line (Twin HTLS)",5,Erection/Construction,38,103,Line,400kV,"Rajasthan, Jhunjhunu-Churu",220,TBCB,24,350,01-01-2023,100,90,88,35,36,Approved,0,100,150,165,52.5,72,1,Complete,100,70,72,87.5,92,1,OnTime,100,90,105,52.5,65,98,1,100,120,128,70,78,96,1,,,,,,,,,,,,,,,
"Transmission system associated with LTA applications from Rajasthan SEZ Part-F, Phase-II - Khetri - Bhiwadi 400kV D/C line (Twin HTLS)",6,Stringing/Cabling,40,105,Line,400kV,"Rajasthan, Jhunjhunu-Churu",220,TBCB,24,350,01-01-2023,100,90,88,35,36,Approved,0,100,150,165,52.5,72,1,Complete,100,70,72,87.5,92,1,OnTime,100,90,105,52.5,65,98,1,100,120,128,70,78,96,1,100,80,82,35,37,98,Flat,,,,,,,,
"Transmission system associated with LTA applications from Rajasthan SEZ Part-F, Phase-II - Khetri - Bhiwadi 400kV D/C line (Twin HTLS)",7,Testing & Commissioning,41,105.5,Line,400kV,"Rajasthan, Jhunjhunu-Churu",220,TBCB,24,350,01-01-2023,100,90,88,35,36,Approved,0,100,150,165,52.5,72,1,Complete,100,70,72,87.5,92,1,OnTime,100,90,105,52.5,65,98,1,100,120,128,70,78,96,1,100,80,82,35,37,98,Flat,100,45,46,17.5,18,Successful,15-12-2024,
WRSS-21 Part-B-Transmission System Strengthening for Relieving Over Loadings Observed in Gujarat Intra-State System Due to RE-injections in Bhuj - Lakadia - Vadodara 765kV D/c line,1,Planning/Engineering,-5,-15,Line,765kV,"Gujarat, Kutch to Vadodara",325,TBCB,18,3024,01-08-2019,100,90,85,302,287,Approved,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WRSS-21 Part-B-Transmission System Strengthening for Relieving Over Loadings Observed in Gujarat Intra-State System Due to RE-injections in Bhuj - Lakadia - Vadodara 765kV D/c line,2,Approvals & ROW,25,315,Line,765kV,"Gujarat, Kutch to Vadodara",325,TBCB,18,3024,01-08-2019,100,90,85,302,287,Approved,0,100,150,180,454,727,1,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WRSS-21 Part-B-Transmission System Strengthening for Relieving Over Loadings Observed in Gujarat Intra-State System Due to RE-injections in Bhuj - Lakadia - Vadodara 765kV D/c line,3,Procurement/Supply,32,318,Line,765kV,"Gujarat, Kutch to Vadodara",325,TBCB,18,3024,01-08-2019,100,90,85,302,287,Approved,0,100,150,180,454,727,1,Complete,100,75,82,756,759,1,Delayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
